4992	228	-16696	-44	-16	-6
5140	256	-16468	-37	-14	-19
4988	420	-16496	-60	-18	-17
4932	372	-16256	-61	-19	-19
4960	280	-16612	-55	-24	-9
4940	220	-16400	-14	-15	3
5076	204	-16616	-42	-17	-4
4948	260	-16628	-48	-23	-7
5004	292	-16468	-39	-18	-2
4988	280	-16500	-42	-21	-7
5028	192	-16540	-39	-14	-5
5020	148	-16568	-49	-17	-7
5080	196	-16568	-33	-16	-2
5056	240	-16624	-33	-15	-14
4964	196	-16532	-36	-14	6
4988	380	-16516	-34	-20	-3
4928	176	-16440	-29	-14	5
4984	88	-16480	-38	-16	-2
5088	284	-16564	-49	-13	-6
5040	204	-16396	-28	-16	5
4960	192	-16216	-54	-18	-9
4976	236	-16392	-20	-17	1
5012	216	-16464	-59	-19	-16
5056	272	-16644	-42	-17	-2
4984	280	-16492	-42	-17	-30
5068	260	-16532	-26	-16	3
4992	248	-16560	-54	-17	-8
4896	356	-16384	-39	-17	-4
5004	252	-16672	-50	-11	-5
4968	328	-16504	-31	-16	1
4984	296	-16468	-39	-18	-2
5032	248	-16416	-37	-19	-2
4960	260	-16568	-37	-15	-2
5100	372	-16352	-41	-15	-8
5044	392	-16540	-37	-16	-5
4968	328	-16400	-24	-13	0
4960	256	-16384	-26	-16	2
4984	336	-16472	-48	-21	-9
4944	252	-16632	-37	-13	3
5004	376	-16572	-31	-16	-4
4972	320	-16628	-51	-12	-3
4972	324	-16452	-23	-14	1
5080	296	-16604	-35	-15	1
4996	312	-16496	-38	-14	-8
5044	272	-16356	-36	-18	-5
4988	352	-16404	-33	-18	2
5060	256	-16248	-47	-16	-7
4996	392	-16480	-36	-20	2
5020	236	-16616	-35	-13	-1
4924	356	-16448	-25	-15	3
5036	240	-16552	-37	-15	-1
5000	280	-16532	-40	-18	-4
4984	228	-16572	-46	-21	-6
5024	464	-16380	-44	-20	-8
4952	352	-16572	-22	-9	6
4904	440	-16584	-51	-21	-6
5032	328	-16392	-33	-17	1
5012	236	-16580	-43	-18	-5
4916	276	-16460	-40	-17	0
4940	360	-16604	-48	-20	-2
5028	308	-16532	-30	-14	1
4976	308	-16712	-32	-20	-7
5104	392	-16556	-61	-18	-11
5044	288	-16464	-29	-14	-3
5028	164	-16368	-53	-21	-12
4948	316	-16456	-34	-13	-8
5036	304	-16496	-29	-18	5
5024	328	-16596	-17	-13	-14
5016	228	-16760	-40	-17	-5
4952	368	-16644	-29	-20	7
5012	276	-16700	-21	-16	-7
5028	400	-16672	-28	-12	3
5056	404	-16616	-42	-14	-8
4960	524	-16536	-30	-17	-3
4904	504	-16416	-26	-11	8
5056	512	-16608	-39	-21	-9
4908	580	-16516	-68	-20	-20
5164	304	-16480	-56	-15	-1
4060	468	-16356	2	-149	339
3688	-588	-16792	246	-564	180
-1604	-1384	-17172	79	-1001	-3
-5364	-1376	-16128	-83	38	55
-5388	-1068	-15848	-51	-106	-9
-5884	-1056	-15808	-46	-137	-6
-6000	-1100	-15752	-40	-11	-2
-6160	-1048	-15608	-37	-18	-5
-6320	-1116	-15492	-35	-46	-6
-6420	-940	-15696	-35	-43	1
-6536	-984	-15456	-50	-73	-6
-6580	-1052	-15540	-40	-34	-3
-6868	-1108	-15460	-39	-29	-7
-6928	-996	-15428	-40	-52	-8
-6872	-984	-15392	-43	-37	2
-7668	-788	-14916	-71	-306	-10
-8356	-792	-14516	-28	16	5
-8224	-1008	-14532	-46	-6	-8
-8308	-720	-14464	-37	-11	-7
-8228	-824	-14728	-36	-5	-2
-8128	-868	-14696	-37	-65	-8
-8092	-900	-14584	-36	3	-1
-8156	-856	-14672	-42	-12	-6
-8116	-872	-14696	-36	-18	0
-8132	-752	-14796	-35	-57	-1
-8124	-840	-14580	-33	-31	1
-8108	-816	-14716	-39	-16	-5
-8780	-884	-14256	-32	107	3
-8036	-824	-14944	-40	-16	-32
-8492	-828	-14436	-30	-88	4
-8612	-788	-14540	-37	30	0
-8460	-836	-14372	-33	-91	-9
-5580	-836	-15588	99	1545	-161
10056	-556	-15372	-198	2563	149
14216	940	-9200	-251	670	-136
15284	1284	-5988	-46	36	38
15852	972	-6840	-43	-22	-8
15636	760	-6464	3	-42	29
15804	888	-6488	-18	-41	10
15344	844	-6664	-59	-52	5
15560	748	-6740	-31	-22	4
15772	816	-6824	-34	24	2
15536	860	-6508	-46	-23	8
15420	764	-6832	-37	-15	-22
15504	676	-6604	-33	-48	-20
15776	376	-6932	-27	51	-50
16448	1132	-3144	-351	952	-42
16728	712	-1456	-65	-77	19
16624	888	-1588	-51	-85	35
16684	796	-1836	-46	-19	-6
16576	780	-2164	-14	-31	-21
16760	812	-1728	-26	-36	15
16472	924	-2472	-16	16	-7
16784	692	-2432	-21	-46	6
16528	1084	-5520	3	-538	38
15592	544	-6984	-28	-110	25
15096	620	-7300	-43	-234	-6
15032	648	-7888	-19	-1	23
14452	612	-8296	-18	10	-4
14800	676	-8396	-52	-40	-42
14840	632	-8480	-61	-88	54
14628	660	-8824	2	-38	-17
14640	536	-8692	-28	30	-35
14708	636	-8332	-52	10	-11
14880	676	-8408	-78	215	-57
15308	1048	-8288	-180	-255	-120
11528	104	-13456	421	-2096	694
3100	-3992	-11544	859	-474	10
2692	-9564	-13496	65	-173	42
2252	-10052	-13496	36	-17	-22
2808	-10112	-13272	-42	38	-14
3220	-9844	-13420	-56	109	-69
3532	-9960	-13264	-40	-22	-17
3444	-9928	-13452	-37	-12	-7
3480	-9980	-13348	-25	-37	-11
3408	-10068	-13228	6	-29	-71
4252	-10084	-13192	30	-100	-8
3828	-10148	-13204	-56	-85	33
3744	-10032	-13176	-26	27	-24
3948	-10216	-13068	-42	42	-25
4272	-10496	-12636	202	-209	44
3616	-11308	-10680	200	-149	-100
3960	-12260	-10952	13	18	40
4980	-12124	-11820	26	25	19
3876	-12656	-10328	-23	-16	-1
3948	-12844	-10308	-37	0	13
3828	-12776	-10228	-64	-22	-3
3948	-12808	-10328	-2	12	27
3772	-12952	-10088	-28	-2	4
3924	-12860	-10004	-40	-17	-1
3904	-12804	-10024	-6	-35	-5
3800	-12952	-10024	-35	-9	6
3776	-12932	-10004	-35	-19	-6
3848	-13000	-9940	-44	-16	-5
3860	-13004	-10040	-38	-16	-5
3888	-12936	-10060	-28	-18	-6
3888	-12864	-10044	-26	-17	-3
4212	-12572	-12124	-704	-24	-101
4320	-8664	-14008	-241	-60	-88
6996	-6004	-17332	319	-769	-43
3772	5156	-11432	-2703	-208	-589
-36	14052	-7772	-413	-600	-283
2528	14520	-8248	-143	-161	-65
2488	14412	-7604	10	41	120
2920	14280	-9372	0	-8	75
2808	14048	-8236	-25	6	10
2420	14312	-8540	33	-23	7
2676	14164	-8868	-22	-2	23
2716	14028	-8352	-41	-8	-4
3148	14008	-8892	-18	-63	-14
3248	13972	-8156	-36	-21	56
2744	13956	-8936	-44	-2	-13
3584	13868	-8764	-36	-29	-25
3496	14108	-9152	-414	81	-200
3392	14720	-9832	43	-80	104
4440	13908	-10840	171	103	121
4444	13332	-8444	53	-53	19
4144	12700	-9624	9	-29	-38
4892	11496	-10100	52	-41	135
6044	11220	-11128	-134	-32	-43
5792	11156	-11512	-30	-40	87
5688	10852	-11240	64	-2	116
7184	9828	-12352	-112	28	-48
6304	9660	-12632	-21	32	-52
6984	9772	-12252	-46	-55	5
6800	9820	-11032	-233	-44	-62
3048	11772	-7060	-469	-239	-151
4264	12176	-10612	-102	-20	-22
4644	12064	-10832	-4	50	47
5272	11992	-10384	14	39	22
6244	10968	-12484	536	-32	178
5820	5944	-13900	707	-592	-118
3508	2268	-17792	224	-65	53
1852	772	-17144	-31	0	-46
4228	-116	-17088	-29	179	127
4416	-352	-16920	-192	-228	-526
4992	496	-16612	-38	-14	-11
Arduino doesn't connected
